pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GOBP_LONG_TERM_MEMORY,0.877519379844961,0.95982921516379,0.0400031517498194,0.230448320406363,0.709005857951428,24,EGR1|ACSS2|CHST10|RGS14|DRD2|KAT2A|GRIA1|CCND2|ADCY1|PJA2|PRNP
GOBP_EARLY_ENDOSOME_TO_GOLGI_TRANSPORT,0.878378378378378,0.95982921516379,0.0658311958368866,-0.244589368425146,-0.699188235225489,13,TRAPPC10|SURF4|RAB14|EHD3|LMAN1L
GOBP_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,0.875,0.95982921516379,0.0410713282497468,0.266010042364229,0.698382847080161,13,DDRGK1|PTPN1
GOBP_RESPONSE_TO_LECTIN,0.878164556962025,0.95982921516379,0.0409055783172035,0.264694369451033,0.694928679008995,13,SYK
GOBP_GLUCOCORTICOID_METABOLIC_PROCESS,0.875192604006163,0.95982921516379,0.0398406946073899,0.232306014241515,0.691674451002326,21,CYP21A1|CYP11A1|ABCC1
GOBP_CHOLESTEROL_BIOSYNTHETIC_PROCESS_VIA_DESMOSTEROL,0.874015748031496,0.95982921516379,0.0409055783172035,0.240571219333577,0.68700633254683,18,SC5D|FDPS|HSD17B7|SQLE|PMVK|LSS|MVK|FDFT1|IDI2|LBR|HMGCS1|MSMO1|ARV1|DHCR24|HMGCR|MVD|NSDHL|DHCR7
GOBP_CELLULAR_RESPONSE_TO_CHOLESTEROL,0.875993640699523,0.95982921516379,0.0412376090540066,0.253452545472259,0.681121343987823,14,INHBA|GPR155|SMO|NFE2L1|DAG1
GOBP_POSITIVE_REGULATION_OF_MYELINATION,0.877862595419847,0.95982921516379,0.0629394692018967,-0.220079029481034,-0.67974035321483,16,CDK18|C5H11ORF9|NRDC|RNF10|S100B
GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.8736,0.95982921516379,0.0416556773979467,0.246018241893619,0.674684673186094,15,BHMT2|APIP|MTR|MTHFD2L|ASNS
GOBP_MINERALOCORTICOID_METABOLIC_PROCESS,0.877388535031847,0.95982921516379,0.0412376090540066,0.261886669972794,0.669443268614958,12,CYP21A1
